Command:
display ont optical-info 8 all
-----------------------------------------------------------------------------
ONT  Rx power    Tx power    OLT Rx ONT  Temperature  Voltage     Current
ID   (dBm)       (dBm)       power(dBm)  (C)          (V)         (mA)
-----------------------------------------------------------------------------
0	-20.91	1.98	-26.78	42	3.320	15
1	-20.70	2.33	-24.95	32	3.260	10
4	-17.40	2.36	-21.55	36	3.200	11
5	-22.59	2.45	-26.39	44	3.380	7
7	-20.17	2.35	-25.86	36	3.300	8
15	-18.76	2.29	-23.38	36	3.240	12
18	-19.50	2.13	-23.88	42	3.260	13
20	-21.61	2.20	-25.53	52	3.320	13
23	-18.32	2.34	-23.98	52	3.340	15
26	-26.38	2.18	-27.96	58	3.320	32
28	-18.54	2.30	-22.60	32	3.220	8
29	-23.76	1.93	-28.54	43	3.320	16
30	-18.04	2.36	-22.68	41	3.300	8
31	-22.67	2.32	-27.96	52	3.320	16
33	-17.93	1.93	-22.93	52	3.300	15
35	-18.12	2.31	-22.84	40	3.360	5
36	-17.98	2.28	-22.84	40	3.340	7
38	-17.16	2.13	-21.81	35	3.260	12
39	-21.30	2.08	-25.86	39	3.320	8
41	-18.26	2.19	-23.19	35	3.260	11
43	-16.96	2.29	-21.88	34	3.240	11
45	-20.36	2.36	-24.95	32	3.280	11
49	-18.04	2.21	-22.76	51	3.360	10
52	-18.60	2.23	-22.45	38	3.360	7
54	-21.67	2.29	-23.88	41	3.320	6
55	-17.79	2.14	-23.10	41	3.340	10
56	-19.79	1.93	-24.32	40	3.320	11
61	-19.20	2.23	-23.38	43	3.380	8
62	-19.17	2.47	-23.57	35	3.260	11
63	-20.50	2.35	-25.38	33	3.260	10
65	-17.57	2.08	-23.67	41	3.360	9
67	-24.56	1.99	-26.03	39	3.300	5
69	-20.91	2.08	-26.99	46	3.360	8
70	-19.17	2.30	-25.09	44	3.360	11
72	-18.50	1.85	-24.44	41	3.340	7
75	-17.44	2.16	-22.37	37	3.300	12
77	-16.84	2.02	-23.02	33	3.240	9
82	-24.81	2.02	-26.78	40	3.200	10
84	-21.48	2.08	-25.86	48	3.260	10
85	-18.24	2.15	-23.67	29	3.260	7
89	-20.97	2.30	-25.86	46	3.300	12
91	-19.62	2.13	-23.88	34	3.240	9
92	-19.58	1.93	-22.37	36	3.260	10
93	-21.74	2.03	-25.69	36	3.260	9
94	-24.09	2.25	-26.58	38	3.240	7
-----------------------------------------------------------------------------
